task_id	intent	query_num	query	tsatisfaction	qsatisfaction	evaluation
532	我一个特别喜欢的配音演员说配了这部游戏的男主，所以想搜一搜看看男主长什么样子，剧情怎么样。	3	人鱼传说之长生烛;人鱼传说之长生烛男主;人鱼传说之长生烛山有木兮	4	3;4;4	AB
533	最近看了一本小说，想找找图片，看看有没有同人图，后来发现有了电视剧，就像看看男主，然后很失望，长得不好看。。。	7	降龙;降龙尼罗;尼罗降龙男主;尼罗降龙电视剧;降龙之白露为霜男主;降龙之白露为霜主演;降龙之白露为霜主演	4	2;3;4;4;3;4;4	ABH
534	最近一个pta关于香港儿童福利的，需要一些相关资料和图片，具体就不细说啦~	3	香港儿童滥用药物;香港儿童drug;香港儿童abuse	3	2;4;4	AH
535	最近报名了舞协一个排舞蹈视频的活动，想看看这个相关节目，然后发现有些听过名字，就查一查	5	101女团焦曼婷;101女团sunshine;101女团导师;101女团导师团;101女团	4	4;3;4;4;4	ABH
536	照镜子忽然发现单眼皮上面长了一条线，不知道是不是要张双眼皮了，所以超开心来查一下	7	肿眼泡;肿眼泡双眼皮;单眼皮有条线;眼皮上有条线;眼皮褶皱;上眼皮褶皱;单眼皮上眼皮褶皱	4	4;4;4;3;4;4;3	ABH
537	最近参加了舞协的一个活动，教学视频是个我不认识的男明星，所以想查一下他	2	王一博;王一博关晓彤	4	4;4	AEG
538	还是做得项目的资料	5	大麻糖;毒品糖;香港毒品糖;毒品饮料;香港毒品饮料	3	2;4;3;3;3	ABH
539	听说魔道祖师拍电视剧了？我是来看兄弟情，拜把子的。。。	7	魔道祖师陈情令;魔道祖师动漫;魔道祖师动漫人设图;肖洋;魔道祖师魏无羡;魔道祖师魏无羡演员;肖战	5	5;5;5;1;3;4;5	ABH
540	最近疯狂想烫卷发以及挑染，所以查一查	5	染发;长发卷发;长发卷发挑染;紫色长发挑染;蓝色长发挑染	5	5;5;5;5;5	ACG
541	听说我家双儿又配了一个男主角，懒得看了，所以来查查男主长什么样子	6	幸福近在咫尺;幸福近在咫尺男主图片;王牧野;幸福近在咫尺;幸福近在咫尺方牧野;幸福近在咫尺王子奇	5	5;5;2;5;5;5	AG
542	最近三天做了一个汽车论坛的志愿者，挺感兴趣的，所以查一下	6	北京车展;北京车展志愿者;中国汽车论坛;中国汽车论坛;中国汽车论坛2018;2018中国汽车论坛志愿者	4	4;2;3;2;5;2	AH
543	准备五一去看个漫展，提前查一查漫展现场的图。	3	ido漫展;2018ido漫展;2018ido漫展	5	3;5;5	ABH
544	最近无聊在b站上看了一点小姐姐们，还看了寄明月，随便刷一刷图	6	寄明月;寄明月舞蹈服装;寄明月女团;赖美云;赖美云寄明月;段奥娟	5	3;3;4;5;4;4	ABG
545	最近对宅舞很感兴趣，所以就随便搜了搜	5	宅舞;宅舞极乐净土;咬人猫;紫嘉儿;极乐净土张一山	4	4;4;5;5;4	AC
546	随便搜一搜，看101据说不会跳舞	1	鹿小草	5	4	AB
547	我最近很喜欢的两个配音小哥哥，人帅声苏，所以来收收图	3	刘明月;配音刘明月;李兰陵刘明月	3	2;3;3	ABG
548	我朋友过生日，给她写生贺文的时候搜图片来着	8	生日;情书;刘彤仪;刘彤仪;刘彤仪篮球;打篮球;篮球;刘彤仪	4	2;5;4;2;3;2;5;2	ADF
549	向美容，想剪发，随便搜一搜	2	潘达眼贴;卷发挑染	4	4;4	AH
550	明天要去锤子科技新品发布会做志愿者，老实说以前真没关注过这家公司，所以随便查一查	7	锤子科技;锤子科技坚果pro;锤子坚果pro参数;锤子科技新品发布会;锤子科技罗永浩;锤子科技鸟巢;锤子科技鸟巢	4	4;4;4;4;4;4;4	AH
551	最近认真想减肥，关注一下自己的问题	15	斜方肌;斜方肌起止点;斜方肌;斜方肌拉伸方法图解;拉伸小腿正确方法图解;怎样拉伸小腿肌肉图解;腓肠肌;腓肠肌起止点;小腿肌肉;比目鱼肌;小腿一大块肌肉;肌肉型小腿;怎么瘦肌肉型小腿图解;斜方肌大;斜方肌厚	4	4;5;4;4;4;4;4;4;4;4;4;4;4;4;4	AH
552	看创造101，搜搜小姐姐们	8	张紫宁;张紫宁中国传媒大学;创造101张紫宁;创造101吴宣仪;创造101葛佳慧;创造101杨芸晴;创造101yamy图片;创造101孟美岐	4	4;4;4;4;4;4;4;4	AGH
553	查询图片素材	1	紫色炫光	2	2	ADF
554	制作PPT，需要找一个小人的图标	2	ppt 图标素材 小人;ppt 图标素材	3	3;4	ACF
555	寻找一只鸡在奔跑的表情包	2	奔跑鸡 表情包;一只鸡奔跑的表情包	2	2;2	AF
